key,en,hy
global_indicators:15-7-1-title,Proportion of traded wildlife that was poached or illicitly trafficked,Որսագողությամբ կամ ապօրինի ձևով վաճառված վայրի բնության նմուշների համամասնությունը 
global_indicators:15-8-1-title,Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species,Օտար ինվազիվ տեսակների կանխման կամ վերահսկմանն առնչվող ազգային համապատասխան օրենսդրության ընդունման համամասնությունը
global_indicators:15-9-1-title,Progress towards national targets established in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011–2020,2011-2020թթ. Կենսաբազմազանության ռազմավարական ծրագրի Աիչի կենսաբամազանության 2-րդ թիրախին համահունչ ստեղծված ազգային թիրախների առաջընթացը 
global_indicators:15-a-1-title,Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Զարգացմանն ուղղված պաշտոնական օգնություն և հանրային ծախսեր կենսաբազմազանության և էկոհամակարգերի պահպանման և կայուն օգտագործման համար 
global_indicators:15-b-1-title,Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Զարգացմանն ուղղված պաշտոնական օգնություն և հանրային ծախսեր կենսաբազմազանության և էկոհամակարգերի պահպանման և կայուն օգտագործման համար
global_indicators:15-c-1-title,Proportion of traded wildlife that was poached or illicitly trafficked,Որսագողությամբ կամ ապօրինի ձևով վաճառված վայրի բնության նմուշների համամասնությունը 
global_indicators:16-1-1-title,"Number of victims of intentional homicide per 100,000 population, by sex and age",Դիտավորյալ սպանությունների զոհերի թիվը 100 հազար բնակչի հաշվով՝ ըստ սեռի և տարիքի 
global_indicators:16-1-2-title,"Conflict-related deaths per 100,000 population, by sex, age and cause","Հակամարտություններին առնչվող մահերի թիվը 100 հազար բնակչի հաշվով՝ ըստ սեռի, տարիքի և պատճառի"
global_indicators:16-1-3-title,"Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months","Ֆիզիկական, հոգեբանական կամ սեռական բնույթի բռնության ենթարկված բնակչության համամասնությունը նախորդ 12 ամիսների ընթացքում "
global_indicators:16-1-4-title,Proportion of population that feel safe walking alone around the area they live,Իրենց բնակության տարածքում մենակ քայլելիս իրենց ապահով զգացող բնակչության համամասնությունը 
global_indicators:16-10-1-title,"Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","Լրագրողների, ԶԼՄ-ների անձնակազմի, արհմիությունների անդամների և իրավապաշտպանների սպանությունների, առևանգման, հարկադրյալ անհետացման, կամայական ազատազրկման և խոշտանգումների ճշգրտված թիվը  նախորդ 12 ամսում"
global_indicators:16-10-2-title,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information","Հանուն տեղեկատվության հանրային մատչելիության սահմանադրական,  կանոնադրական և/կամ քաղաքականության երաշխիքներ որդեգրող և իրագործող երկրների թիվը"
global_indicators:16-2-1-title,Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,"1-17 տարեկան երեխաների համամասնությունը, ովքեր անցյալ ամսում խնամատարների կողմից ենթարկվել են որևէ ֆիզիկական պատժի և (կամ) հոգեբանական ագրեսիայի "
global_indicators:16-2-2-title,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation","Մարդկանց թրաֆիքինգի զոհերի թիվը 100 հազար բնակչի հաշվով, ըստ սեռի, տարիքի և շահագործման ձևի "
global_indicators:16-2-3-title,Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18,"18-29 տարեկան երիտասարդ կանանց և տղամարդկանց համամասնությունը, ովքեր մինչև 18 տարեկանը ենթարկվել են սեռական բռնության "
global_indicators:16-3-1-title,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,"Բռնության զոհերի համամասնությունը նախորդ 12 ամիսներին, ովքեր իրենց բռնության ենթարկվելու մասին հաղորդել են իրավասու մարմիններին կամ կոնֆլիկտների լուծման այլ պաշտոնապես ճանաչված մեխանիզմների (անվանվում է նաև հանցագործությունների հաղորդման ցուցանիշ) "
global_indicators:16-3-2-title,Unsentenced detainees as a proportion of overall prison population,Դատավճիռ չստացած ազատազրկվածները՝ արտահայտված որպես բանտարկյալների ընդհանուր թվի տոկոս 
global_indicators:16-4-1-title,Total value of inward and outward illicit financial flows (in current United States dollars),Ապօրինի մուտքային և ելքային ֆինանսական հոսքերի ընդհանուր արժեքը (ԱՄՆ դոլարով) 
global_indicators:16-4-2-title,"Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments","Բռնագրավված փոքր և թեթև զինատեսակների համամասնությունը, որոնք գրանցված են և հետագծվում են՝ համաձայն միջազգային չափորոշիչների և իրավական փաստաթղթերի "
global_indicators:16-5-1-title,"Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months","Պետական պաշտոնյայի հետ առնվազն մեկ անգամ շփում ունեցած անձանց համամասնությունը, ովքեր կաշառք են տվել պետական պաշտոնյային, կամ այդ պետական պաշտոնյաները նրանցից կաշառք են պահանջել նախորդ 12 ամսում "
global_indicators:16-5-2-title,"Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","Պետական պաշտոնյայի հետ առնվազն մեկ անգամ շփում ունեցած բիզնեսների համամասնությունը, որոնք կաշառք են տվել պետական պաշտոնյային, կամ այդ պետական պաշտոնյաները նրանցից կաշառք են պահանջել նախորդ 12 ամսում "
global_indicators:16-6-1-title,"Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)",Պետական առաջնային ծախսերը որպես սկզբնական հաստատված բյուջեի տոկոս՝ ըստ ոլորտի (կամ ըստ բյուջեի կոդերի և այլն) 
global_indicators:16-6-2-title,Proportion of population satisfied with their last experience of public services,Հանրային ծառայություններից վերջին անգամ օգտվելիս բավարարված բնակչության համամասնությունը 
global_indicators:16-7-1-title,"Proportions of positions (by sex, age, persons with disabilities and population groups) in public institutions (national and local legislatures, public service, and judiciary) compared to national distributions","Պաշտոնների համամասնությունը (ըստ սեռի, տարիքի, հաշմանդամություն ունենալու հանգամանքի և բնակչության խմբի) պետական հաստատություններում (ազգային և տեղական օրենսդիր մարմիններ, հանրային ծառայություններ և դատական մարմիններ)՝ համեմատած ազգային բաշխվածությանը "
global_indicators:16-7-2-title,"Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group","Որոշումների կայացման գործընթացի ներառականությանն ու զգայունությանը հավատացող բնակչության համամասնությունը՝ ըստ սեռի, տարիքի, հաշմանդամություն ունենալու հանգամանքի և բնակչության խմբի "
global_indicators:16-8-1-title,Proportion of members and voting rights of developing countries in international organizations,Միջազգային կազմակերպություններում զարգացող երկրներից անդամների և նրանց քվեարկելու իրավունքի համամասնությունը 
global_indicators:16-9-1-title,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","Մինչև 5 տարեկան երեխաների համամասնությունը, որոնց ծնունդը գրանցվել է քաղաքացիական մարմնի կողմից՝ ըստ տարիքի "
global_indicators:16-a-1-title,Existence of independent national human rights institutions in compliance with the Paris Principles,Փարիզյան սկզբունքներին համահունչ ազգային անկախ իրավապաշտպան ինստիտուտների գոյությունը 
global_indicators:16-b-1-title,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,"Բնակչության համամասնությունը, որը հաղորդել է, որ նախորդ 12 ամսվա ընթացքում անձամբ իր նկատմամբ զգացել է խտրականություն կամ ենթարկվել է ոտնձգությունների, որոնք արգելվում են համաձայն մարդու իրավունքների միջազգային իրավունքի "
global_indicators:17-1-1-title,"Total government revenue as a proportion of GDP, by source",Ընդհանուր կառավարության եկամուտները ՝ արտահայտված որպես ՀՆԱ-ի համամասնություն ըստ աղբյուրի 
global_indicators:17-1-2-title,Proportion of domestic budget funded by domestic taxes,Ներքին հարկերից ձևավորվող ներքին բյուջեի համամասնությունը 
global_indicators:17-10-1-title,Worldwide weighted tariff-average,Ամբողջ աշխարհում կշռված միջին սակագին 
global_indicators:17-11-1-title,Developing countries’ and least developed countries’ share of global exports,Զարգացող երկրների և առավել թույլ զարգացած երկրների գլոբալ արտահանումների բաժնեմասը 
global_indicators:17-12-1-title,"Average tariffs faced by developing countries, least developed countries and small island developing States","Միջին սակագները, որոնց հետ գործ են ունենում զարգացող երկրները, առավել թույլ զարգացած երկրները և զարգացող փոքր կղզի-պետությունները "
global_indicators:17-13-1-title,Macroeconomic Dashboard,Մակրոտնտեսական կառավարման վահանակ 
global_indicators:17-14-1-title,Number of countries with mechanisms in place to enhance policy coherence of sustainable development,"Երկրների թիվը, որոնք ունեն կայուն զարգացման քաղաքականության տրամաբանությունը բարձրացնող գործող մեխանիզմներ "
global_indicators:17-15-1-title,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,Զարգացման համագործակցություն մատակարարողների կողմից երկրում առկա արդյունքների շրջանակների և պլանավորման գործիքների օգտագործման չափը 
global_indicators:17-16-1-title,Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals,"Զարգացման արդյունավետության մշտադիտարկման շրջանակներում բազմակողմ շահագրգռություն ունեցող առաջընթաց արձանագրած երկրների թիվը, որոնք աջակցում են հասնելու կայուն զարգացման նպատակներին "
global_indicators:17-17-1-title,Amount of United States dollars committed to public-private and civil society partnerships,Պետական-մասնավոր և քաղաքացիական հասարակության գործընկերություններին տրամադրված գումարը ԱՄՆ դոլարով 
global_indicators:17-18-1-title,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics","Ազգային մակարդակում «Պաշտոնական վիճակագրության հիմնարար սկզբունքներ»-ի համաձայն մշակված կայուն զարգացման ցուցանիշների համամասնությունը լիարժեք տարանջատումներով այն դեպքում, երբ համապատասխանում է թիրախին"
global_indicators:17-18-2-title,Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics,"Երկրների թիվը, որոնք ունեն վիճակագրության վերաբերյալ ազգային օրենսդրություն «Պաշտոնական վիճակագրության հիմնարար սկզբունքներ»-ին համահունչ "
global_indicators:17-18-3-title,"Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding","Ազգային վիճակագրական ծրագիր ունեցող երկրների թիվը, որն ամբողջությամբ ֆինանսավորվում ու իրագործվում է՝ ըստ ֆինանսավորման աղբյուրի "
global_indicators:17-19-1-title,Dollar value of all resources made available to strengthen statistical capacity in developing countries,Զարգացող երկրներում վիճակագրական կարողությունների հզորացման համար առկա բոլոր ռեսուրսների դոլարային արժեքը 
global_indicators:17-19-2-title,Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration,"Երկրների համամասնությունը, որ (ա) վերջին 10 տարիների ընթացքում անցկացրել է առնվազն մեկ բնակչության և մեկ տնային մարդահամար, և (բ) հասել է ծնունդների գրանցման 100 և մահվան դեպքերի գրանցման 80 տոկոսին "
global_indicators:17-2-1-title,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",Զարգացմանն ուղղված պաշտոնական օգնության զուտ թիվը և առավել թույլ զարգացած երկրներին՝ որպես ՏՀԶԿ/Զարգացման աջակցման կոմիտեի դոնորների համախառն ազգային եկամտի համամասնությունը 
global_indicators:17-3-1-title,"Foreign direct investment (FDI), official development assistance and South-South cooperation as a proportion of total domestic budget","Արտաքին ուղղակի ներդըրումները (ԱՈւՆ), զարգացմանն ուղղված պաշտոնական օժանդակությունը և հարավ-հարավ համագործակցությունը որպես ընդհանուր ներքին բյուջեի համամասնություն "
global_indicators:17-3-2-title,Volume of remittances (in United States dollars) as a proportion of total GDP,Դրամական փոխանցումների ծավալը (ԱՄՆ դոլարով) արտահայտված որպես ընդհանուր ՀՆԱ-ի համամասնություն 
global_indicators:17-4-1-title,Debt service as a proportion of exports of goods and services,Պարտքի սպասարկումը՝ արտահայտված որպես ապրանքների և ծառայությունների արտահանումների տոկոս 
global_indicators:17-5-1-title,Number of countries that adopt and implement investment promotion regimes for least developed countries,Թույլ զարգացած երկրների համար ներդրումների խթանման ռեժիմ որդեգրած և իրականացնող երկրների թիվը 
global_indicators:17-6-1-title,"Number of science and/or technology cooperation agreements and programmes between countries, by type of cooperation",Երկրների միջև գիտության և/կամ տեխնոլոգիական համագործակցության համաձայնագրեր և ծրագրեր՝ ըստ համագործակցության տեսակի 
global_indicators:17-6-2-title,"Fixed Internet broadband subscriptions per 100 inhabitants, by speed",Ֆիքսված լայնաշերտ համացանցի բաժանորդագրությունները 100 բնակչի հաշվով՝ ըստ արագության 
global_indicators:17-7-1-title,"Total amount of approved funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies","Հաստատված ֆինանսավորման ընդհանուր գումարը զարգացող երկրների համար՝ խթանելու բնապահպանորեն անվտանգ տեխնոլոգիաների զարգացումը, փոխանցումը, տարածումն ու ծավալումը "
global_indicators:17-8-1-title,Proportion of individuals using the Internet,Համացանցից օգտվող անհատների համամասնությունը 
global_indicators:17-9-1-title,"Dollar value of financial and technical assistance (including through North-South, South‐South and triangular cooperation) committed to developing countries","Ֆինանսական և փորձագիտական օժանդակության դոլարային արժեքը, (ներառյալ հյուսիս-հարավ, հարավ-հարավ և «եռանկյունաձև» գործակցության միջոցով), որն ուղղված է զարգացող երկրներին "
global_indicators:2-1-1-title,Prevalence of undernourishment,Թերսնվածության տարածվածությունը 
global_indicators:2-1-2-title,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",Չափավոր կամ սուր պարենային անապահովության տարածվածությունը բնակչության շրջանում՝ հիմնվելով Պարենային անապահովության գնահատման սանդղակի վրա 
global_indicators:2-2-1-title,Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age,Թերաճության տարածվածություն (տարիք¬հասակային հարաբերակցության գործակցի < 2 ստանդարտ շեղում Առողջապահության համաշխարհային կազմակերպության (ԱՀԿ) երեխայի աճի չափորոշիչների միջնարժեքից (մեդիան) մինչև 5 տարեկան երեխաների շրջանում 
global_indicators:2-2-2-title,"Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",Թերսնուցման տարածվածություն (քաշ-հասակային հարաբերակցության գործակցի >+2 կամ <2 ստանդարտ շեղում ԱՀԿ երեխայի աճի չափորոշիչների միջնարժեքից (մեդիան) մինչև 5 տարեկան երեխաների շրջանում՝ ըստ տեսակի (սուր թերսնուցում և գերքաշություն) 
global_indicators:2-3-1-title,Volume of production per labour unit by classes of farming/pastoral/forestry enterprise size,Մեկ աշխատանքի միավորին ընկնող արտադրության ծավալը ըստ գյուղատնտեսական/անասնապահական/անտառտնտեսության ձեռնարկությունների չափի դասերի 
global_indicators:2-3-2-title,"Average income of small-scale food producers, by sex and indigenous status",Փոքրածավալ մթերք արտադրողների միջին եկամուտը ըստ սեռի և տեղաբնիկ լինելու կարգավիճակի 
global_indicators:2-4-1-title,Proportion of agricultural area under productive and sustainable agriculture,Արդյունավետ ու կայուն գյուղատնտեսական գործելաձևեր կիրառող գյուղատնտեսական տարածքների համամասնությունը 
global_indicators:2-5-1-title,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,Բուսական ու կենդանական գենետիկական պաշարների քանակը մթերված պարենային ու գյուղատնտեսական միջնաժամկետ ու երկարաժամկետ պահուստային տարածքներում 
global_indicators:2-5-2-title,"Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction","Տեղական մշակաբույսերի համամասնությունը, որ դասակարգված է որպես վտանգի ենթակա, վտանգի ոչ ենթակա կամ անհետացման անհայտ աստիճանի վտանգի ենթակա "
global_indicators:2-a-1-title,The agriculture orientation index for government expenditures,Պետական ծախսումների գյուղատնտեսական կողմնորոշման համաթիվը 
global_indicators:2-a-2-title,Total official flows (official development assistance plus other official flows) to the agriculture sector,Գյուղատնտեսությանն ուղղված պաշտոնական հոսքերի (զարգացմանն ուղղված պաշտոնական օգնությունն ու այլ պաշտոնական հոսքեր) ամբողջական գումարը 
global_indicators:2-b-1-title,Agricultural export subsidies,Գյուղատնտեսական արտադրանքի արտահանման սուբսիդիաներ 
global_indicators:2-c-1-title,Indicator of food price anomalies,Պարենի գնի անկանոնությունների ցուցանիշը 
global_indicators:3-1-1-title,Maternal mortality ratio,Մայրական մահերը 100 հազար կենդանածնի հաշվով 
global_indicators:3-1-2-title,Proportion of births attended by skilled health personnel,Հմուտ բժշկական անձնակազմի կողմից ընդունվող ծնունդների համամասնությունը 
global_indicators:3-2-1-title,Under‐five mortality rate,Մինչև 5 տարեկան երեխաների մահացության ցուցանիշը 
global_indicators:3-2-2-title,Neonatal mortality rate,Նորածնային մահացության ցուցանիշը
global_indicators:3-3-1-title,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","Նոր ՄԻԱՎ վարակների թիվը 1000 չվարակված բնակչի հաշվով ըստ սեռի, տարիքի և բնակչության հիմնական խմբերի "
global_indicators:3-3-2-title,"Tuberculosis incidence per 100,000 population",Տուբերկուլյոզի 1000 մարդու հաշվով նոր դեպքերի թիվը մեկ տարվա ընթացքում 
global_indicators:3-3-3-title,"Malaria incidence per 1,000 population",Մալարիայի 1000 մարդու հաշվով նոր դեպքերի թիվը մեկ տարվա ընթացքում 
global_indicators:3-3-4-title,"Hepatitis B incidence per 100,000 population",Հեպատիտ Բ¬ով վարակման դեպքերի թիվը 100 հազար բնակչի հաշվով 
global_indicators:3-3-5-title,Number of people requiring interventions against neglected tropical diseases,Անտեսված արևադարձային հիվանդությունների դեմ միջամտությունների կարիք ունեցող մարդկանց թիվը 
global_indicators:3-4-1-title,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","Սրտանոթային հիվանդություններին, քաղցկեղին, շաքարային դիաբետին կամ շնչուղիների քրոնիկական հիվանդություններին վերագրվող մահացությունների թիվը "
global_indicators:3-4-2-title,Suicide mortality rate,Ինքնասպանության հետևանքով մահացության ցուցանիշ 
global_indicators:3-5-1-title,"Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders","Թմրամիջոցների օգտագործման հետևանքով առաջացած խանգարումների բուժման միջամտությունների (դեղորայքային բուժում, սոցիալ-հոգեբանական, վերականգնողական և հետբուժական խնամքի ծառայություններ) ընդգրկումը "
global_indicators:3-5-2-title,"Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol","Ալկոհոլի վնասաբեր օգտագործումը, որն ըստ ազգային համատեքստի սահմանված է որպես ալկոհոլի սպառում մեկ շնչի հաշվով (15 և ավելի բարձր տարիքի անձանց շրջանում) մեկ օրացուցային տարվա ընթացքում՝ մաքուր սպիրտի լիտրերով "
global_indicators:3-6-1-title,Death rate due to road traffic injuries,Ճանապարհատրանսպորտային պատահարներից մահացության թիվը 
global_indicators:3-7-1-title,Proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods,"Վերարտադրողական տարիքի (15¬49 տարեկան) կանանց համամասնությունը, որոնց ընտանիքի պլանավորման կարիքները բավարարվում են ժամանակակից մեթոդներով "
global_indicators:3-7-2-title,"Adolescent birth rate (aged 10–14 years; aged 15–19 years) per 1,000 women in that age group","Դեռահասների (10-14 տարեկան, 15-19 տարեկան) ծնելիությունը տվյալ տարիքային խմբի 1000 կնոջ հաշվով "
global_indicators:3-8-1-title,"Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)","Հիմնական առողջապահական ծառայությունների ընդգրկումը (հետագծող միջամտությունների հիման վրա սահմանված հիմնական ծառայությունների միջին ընդգրկումը ներառյալ վերարտադրողական, մայրական, նորածնի և մանկական առողջության, վարակիչ հիվանդությունների, ոչ վարակիչ հիվանդությունների ու ծառայության կարողունակությունն ու մատչելիությունը հանրության և բնակչության ամենախոցելի խավի համար) "
global_indicators:3-8-2-title,Proportion of population with large household expenditures on health as a share of total household expenditure or income,Տնային տնտեսության ծախսերից առողջությանը մեծ ծախսեր հատկացնող բնակչության համամասնությունը որպես տնային տնտեսության ընդհանուր ծախսերի կամ եկամտի մասնաբաժին  
global_indicators:3-9-1-title,Mortality rate attributed to household and ambient air pollution,Շենքերի ներսում և դրսում օդի աղտոտմանը վերագրվող մահացության ցուցանիշը
global_indicators:3-9-2-title,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)","Աղտոտված ջրի, անապահով սանիտարական պայմանների ու հիգիենայի իսպառ բացակայության պատճառով մահացությունների թիվը (անապահով «Ջուր և սանիտարահիգիենիկ պայմաններ բոլորի համար» (WASH) ծառայություններին ենթարկված լինելը) "
global_indicators:3-9-3-title,Mortality rate attributed to unintentional poisoning,Ոչ դիտավորյալ թունավորումների պատճառով մահացության թիվը 
global_indicators:3-a-1-title,Age-standardized prevalence of current tobacco use among persons aged 15 years and older,Ներկայումս ծխախոտի օգտագործման ըստ տարիքի ստանդարտացված տարածվածությունը 15 և ավելի բարձր տարիքի անձանց շրջանում 
global_indicators:3-b-1-title,Proportion of the target population covered by all vaccines included in their national programme,Ազգային ծրագրում ընդգրկված բոլոր պատվաստանյութերով ապահովված թիրախային բնակչության համամասնությունը 
global_indicators:3-b-2-title,Total net official development assistance to medical research and basic health sectors,Բժշկական հետազոտությունների և հիմնական առողջապահական ոլորտներին տրամադրվող զարգացմանն ուղղված պաշտոնական ընդհանուր զուտ օգնությունը 
global_indicators:3-b-3-title,Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,"Բժշկական հաստատությունների մասնաբժինը, որոնք մշտապես ունեն անհրաժեշտ և մատչելի դեղորայք"
global_indicators:3-c-1-title,Health worker density and distribution,Բուժաշխատողների խտություն և բաշխվածություն 
global_indicators:3-d-1-title,International Health Regulations (IHR) capacity and health emergency preparedness,Միջազգային առողջապահական կանոնակարգի (IHR) նկատմամբ կարողություններն ու արտակարգ պատրաստվածությունը 
global_indicators:4-1-1-title,"Proportion of children and young people (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","Երեխաների և երիտասարդների համամասնությունը՝ (ա) 2¬րդ կամ 3¬րդ դասարաններում, (բ) տարրական դպրոցն ավարտելիս, (գ) հիմնական դպրոցն ավարտելիս, ովքեր ձեռք են բերել առնվազն գիտելիքների նվազագույն մակարդակ (i) ընթերցանությունից և (ii) մաթեմատիկայից՝ ըստ սեռի "
global_indicators:4-2-1-title,"Proportion of children under 5 years of age who are developmentally on track in health, learning and psychosocial well-being, by sex","Մինչև 5 տարեկան երեխաների համամասնությունը, ովքեր զարգացման առումով ունեն առողջության, ուսումնառության և սոցիալ-հոգեբանական բարեկեցության բնականոն մակարդակ՝ ըստ սեռի "
global_indicators:4-2-2-title,"Participation rate in organized learning (one year before the official primary entry age), by sex",Կազմակերպված ուսումնառությանը մասնակցության թիվը (տարրական դպրոց ընդունվելու պաշտոնական տարիքից մեկ տարի առաջ)՝ ըստ սեռի 
global_indicators:4-3-1-title,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",Ֆորմալ և ոչ ֆորմալ կրթությանը և ուսուցմանը երիտասարդների և մեծահասակների մասնակցության մակարդակը նախորդ 12 ամիսներին՝ ըստ սեռի
global_indicators:4-4-1-title,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Տեղեկատվական և հաղորդակցման տեխնոլոգիաների (ՏՀՏ) հմտությունների տիրապետող պատանիների և (կամ) մեծահասակների համամասնությունը ըստ հմտության տեսակի 
global_indicators:4-5-1-title,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated","Հավասարության համաթվեր (իգական/արական, գյուղական/ քաղաքային, ունևորության ստորին/ վերին քվինտիլ և այլն, օրինակ, հաշմանդամության կարգավիճակ, տեղաբնիկ ժողովուրդներ և հակամարտություններից տուժածներ, երբ տվյալներ առկա լինեն) այս ցանկի բոլոր կրթական ցուցանիշների համար, որոնք հնարավոր է տարանջատել "
global_indicators:4-6-1-title,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex","Բնակչության տոկոսը տվյալ տարիքային խմբում, ովքեր ձեռք են բերել առնվազն որոշակի մակարդակի (ա) տառաճանաչության և (բ) թվաճանաչության գործուն հմտություններ՝ ըստ սեռի "
global_indicators:4-7-1-title,"Extent to which (i) global citizenship education and (ii) education for sustainable development, including gender equality and human rights, are mainstreamed at all levels in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment","Թե ինչ չափով են (i) գլոբալ քաղաքացիության կրթությունն ու (ii) կրթություն հանուն կայուն զարգացման առարկաները՝ ներառյալ գենդերային հավասարության ու մարդու իրավունքների ներգծումը բոլոր մակարդակներում ընդգրկված (ա) ազգային կրթության ռազմավարության, (բ) առարկայացանկի, (գ) ուսուցիչների վերապատրաստման, (դ) աշակերտների գնահատման մեջ: "
global_indicators:4-a-1-title,Proportion of schools with access to (a) electricity; (b) the Internet for pedagogical purposes; (c) computers for pedagogical purposes; (d) adapted infrastructure and materials for students with disabilities; (e) basic drinking water; (f) single-sex basic sanitation facilities; and (g) basic handwashing facilities (as per the WASH indicator definitions),"Դպրոցների համամասնությունը, որոնք ունեն. (ա) էլեկտրականություն, (բ) համացանց՝ մանկավարժական նպատակներով, (գ) համակարգիչներ՝ մանկավարժական նպատակներով, (դ) հարմարեցված ենթակառուցվածքներ և նյութեր հաշմանդամություն ունեցող աշակերտների համար, (ե) հիմնական խմելու ջուր, (զ) մեկ սեռի համար նախատեսված տարրական սանիտարա-հիգիենիկ հարմարություններ, (է) ձեռքերը լվանալու տարրական հարմարություններ (համաձայն «Ջուր և սանիտարահիգիենիկ պայմաններ բոլորի համար» ցուցանիշի սահմանումների) "
global_indicators:4-b-1-title,Volume of official development assistance flows for scholarships by sector and type of study,Զարգացմանն ուղղված պաշտոնական օգնության հոսքերի ծավալը կրթաթոշակների համար ըստ ոլորտների և ուսման տեսակի 
global_indicators:4-c-1-title,Proportion of teachers in: (a) pre-primary; (b) primary; (c) lower secondary; and (d) upper secondary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country,"Ուսուցիչների համամասնությունը (ա) նախադպրոցական հիմնարկներում, (բ) տարրական, (գ) հիմնական, (դ) ավագ դպրոցի մակարդակում, ովքեր նախքան աշխատանքի անցնելը կամ աշխատելուն զուգահեռ ստացել են տվյալ երկրում համապատասխան մակարդակում դասավանդելու համար պահանջվող ուսուցչի առնվազն նվազագույն կազմակերպված կրթություն (օրինակ, մանկավարժական կրթություն) "
global_indicators:5-1-1-title,"Whether or not legal frameworks are in place to promote, enforce and monitor equality and non‐discrimination on the basis of sex","Անկախ իրավական դաշտի առկայությունից, խթանել, կիրարկել և մշտադիտարկել սեռի հիմքով հավասարությունը և խտրականության բացառումը "
