key,en,blank
global_indicators:16.10.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-10-02.pdf,
global_indicators:16.10.2---title,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",
global_indicators:16.2.1---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:16.2.1---definition,Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month is currently being measured by the Proportion of children aged 1-14 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month.,
global_indicators:16.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-02-01.pdf,
global_indicators:16.2.1---title,Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,
global_indicators:16.2.2---custodian_agency,United Nations Office on Drugs and Crime (UNODC),
global_indicators:16.2.2---definition,"The indicator is defined as the ratio between the total number of victims of trafficking in persons detected or living in a country and the population resident in the country, expressed per 100,000 populations.  According to Article 3, paragraph (a) of the UN Trafficking in Persons Protocol, trafficking in persons is threat or use of force or other forms of coercion, of abduction, of fraud, of deception, of the abuse of power or of a position of vulnerability or of the giving or receiving of payments or benefits to achieve the consent of a person having control over another person, for the purpose of exploitation. Exploitation shall include, at a minimum, the exploitation of the prostitution of others or other forms of sexual exploitation, forced labour or services, slavery or practices similar to slavery, servitude or the removal of   he consent of a victim of trafficking in persons to the intended exploitation set forth in subparagraph (a) of this article shall be irrelevant where any of the means set forth in subparagraph (a)   ransportation, transfer, harbouring or receipt of a child for the purpose of exploitation shall be considered trafficking in persons even if this does not involve any of the means set forth in subparagraph (a);""",
global_indicators:16.2.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-02-02.pdf,
global_indicators:16.2.2---title,"Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation",
global_indicators:16.2.3---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:16.2.3---definition,Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18,
global_indicators:16.2.3---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-02-03.pdf,
global_indicators:16.2.3---title,Proportion of young women and men aged 18–29 years who experienced sexual violence by age 1,
global_indicators:16.3.1---custodian_agency,United Nations Office on Drugs and Crime (UNODC),
global_indicators:16.3.1---definition,"Number of victims of violent crime in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms, as a percentage of all victims of violent crime in the previous 12 months",
global_indicators:16.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-03-01.pdf,
global_indicators:16.3.1---title,Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms,
global_indicators:16.3.2---definition,"The total number of persons held in detention who have not yet been sentenced, as a percentage of the total number of persons held in detention, on a specified date.",
global_indicators:16.3.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-03-02.pdf,
global_indicators:16.3.2---title,Unsentenced detainees as a proportion of overall prison population,
global_indicators:16.4.1---title,Total value of inward and outward illicit financial flows (in current United States dollars),
global_indicators:16.4.2---title,"Proportion of seized, found or surrendered arms whose illicit origin or context has been traced or established by a competent authority in line with international instruments",
global_indicators:16.5.1---custodian_agency,United Nations Office on Drugs and Crime (UNODC),
global_indicators:16.5.1---definition,"This indicator is defined as the percentage of persons who paid at least one bribe (gave a public official money, a gift or counter favour) to a public official, or were asked for a bribe by these public officials, in the last 12 months, as a percentage of persons who had at least one contact with a public official in the same period.",
global_indicators:16.5.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-05-01.pdf,
global_indicators:16.5.1---title,"Proportion of persons who had at least one contact with a public official and who paid a bribe to a public official, or were asked for a bribe by those public officials, during the previous 12 months",
global_indicators:16.5.2---custodian_agency,World Bank (WB),
global_indicators:16.5.2---definition,"Proportion of firms asked for a gift or informal payment when meeting with tax officials.   In every Enterprise Survey (www.enterprisesurveys.org), there is a standard question which asks the survey respondent if they were inspected by or required to meet with tax officials. If the respondent -up question which asks if the respondent was expected to provide a gift or an informal payment dur  Enterprise Surveys are firm-level surveys conducted in World Bank client countries. The survey focuses on various aspects of the business environment as productivity, etc. The surveys are conducted via face-to-face interviews with the top manager or business owner. For each country, the survey is conducted approximately every 4-5 years.",
global_indicators:16.5.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-05-02.pdf,
global_indicators:16.5.2---title,"Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months",
global_indicators:16.6.1---custodian_agency,World Bank (WB),
global_indicators:16.6.1---definition,"Primary government expenditures as a proportion of original approved budget  This indicator measures the extent to which aggregate budget expenditure outturn reflects the amount originally approved, as defined in government budget documentation and fiscal reports. The coverage is budgetary central government (BCG) and the time period covered is the last three completed fiscal years.",
global_indicators:16.6.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-06-01.pdf,
global_indicators:16.6.1---title,"Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)",
global_indicators:16.6.2---title,Proportion of population satisfied with their last experience of public services,
global_indicators:16.7.1---title,"Proportions of positions (by sex, age, persons with disabilities and population groups) in public institutions (national and local legislatures, public service, and judiciary) compared to national distributions",
global_indicators:16.7.2---title,"Proportion of population who believe decision-making is inclusive and responsive, by sex, age, disability and population group",
global_indicators:16.8.1---definition,"The indicator Proportion of members and voting rights of developing countries in international organizations has two components, the developing country proportion of voting rights and the developing country proportion of membership in international organisations. In some institutions these two components are identical.  The indicator is calculated independently for eleven different international institutions: The United Nations General Assembly, the United Nations Security Council, the United Nations Economic and Social Council, the International Monetary Fund, the International Bank for Reconstruction and Development, the International Finance Corporation, the African Development Bank, the Asian Development Bank, the Inter-American Development Bank, the World Trade Organisation, and the Financial Stability Board.",
global_indicators:16.8.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-08-01.pdf,
global_indicators:16.8.1---title,Proportion of members and voting rights of developing countries in international organizations,
global_indicators:16.9.1---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:16.9.1---definition,Proportion of children under 5 years of age whose births have been registered with a civil authority.,
global_indicators:16.9.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-09-01.pdf,
global_indicators:16.9.1---title,"Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",
global_indicators:16.a.1---custodian_agency,United Nations Office of the High Commissioner for Human Rights,
global_indicators:16.a.1---definition,"This indicator Existence of independent national human rights institutions in compliance with the Paris Principles measures the compliance of existing national human rights institutions with the Principles relating to the Status of National Institutions (The Paris Principles), which were adopted by the General Assembly (resolution 48/134) based on the rules of procedure of the Global Alliance of National Human Rights Institutions (GANHRI, formerly the International Coordinating Committee of National Institutions for the Promotion and Protection of Human Rights or ICC).",
global_indicators:16.a.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-16-0A-01.pdf,
global_indicators:16.a.1---title,Existence of independent national human rights institutions in compliance with the Paris Principles,
global_indicators:16.b.1---title,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,
global_indicators:17.1.1---custodian_agency,IMF Statistics Department (Government Finance Division),
global_indicators:17.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-01-01.pdf,
global_indicators:17.1.1---title,"Total government revenue as a proportion of GDP, by source",
global_indicators:17.1.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-01-02.pdf,
global_indicators:17.1.2---title,Proportion of domestic budget funded by domestic taxes,
global_indicators:17.10.1---custodian_agency,"International Trade Centre (ITC),  United Nations Conference on Trade and Development (UNCTAD),  The, World Trade Organization (WTO)",
global_indicators:17.10.1---definition,Value in percentage of weighted average tariffs applied to the imports of goods in HS chapter 01-97.,
global_indicators:17.10.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-10-01.pdf,
global_indicators:17.10.1---title,Worldwide weighted tariff-average,
global_indicators:17.11.1---custodian_agency,"International Trade Centre (ITC),  United Nations Conference on Trade and Development (UNCTAD),  The, World Trade Organization (WTO)",
global_indicators:17.11.1---definition,Exports by developing countries and LDCs as a share of global exports of goods and services,
global_indicators:17.11.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-11-01.pdf,
global_indicators:17.11.1---title,Developing countries’ and least developed countries’ share of global exports,
global_indicators:17.12.1---custodian_agency,"International Trade Centre (ITC),  United Nations Conference on Trade and Development (UNCTAD),  The, World Trade Organization (WTO)",
global_indicators:17.12.1---definition,Average import tariffs (in per cent) faced by products exported from developing countries and least developed countries.,
global_indicators:17.12.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-12-01.pdf,
global_indicators:17.12.1---title,"Average tariffs faced by developing countries, least developed countries and small island developing States",
global_indicators:17.13.1---title,Macroeconomic Dashboard,
global_indicators:17.14.1---title,Number of countries with mechanisms in place to enhance policy coherence of sustainable development,
global_indicators:17.15.1---custodian_agency,"Organisation for Economic Co-operation and Development (OECD),  United Nations Development Programme (UNDP)",
global_indicators:17.15.1---definition,"This indicator measures the extent to which, and the ways in which, all concerned development partners use country-led results frameworks (CRFs) to plan development cooperation efforts and assess their performance.    The indicator assesses the degree to which providers of development cooperation (i.e. development partners) design their interventions by relying on objectives and results indicators that are drawn from country government-led results frameworks",
global_indicators:17.15.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-15-01.pdf,
global_indicators:17.15.1---title,Extent of use of country-owned results frameworks and planning tools by providers of development cooperation,
global_indicators:17.16.1---custodian_agency,"Organisation for Economic Co-operation and Development (OECD),  United Nations Development Programme (UNDP)",
global_indicators:17.16.1---definition,The indicator tracks the number of countries reporting progress in multi stakeholder monitoring frameworks that track the implementation of development effectiveness commitments supporting the achievement of sustainable development goals (SDGs).,
global_indicators:17.16.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-16-01.pdf,
global_indicators:17.16.1---title,Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals,
global_indicators:17.17.1---title,Amount of United States dollars committed to (a) public-private partnerships and (b) civil society partnerships,
global_indicators:17.18.1---title,"Proportion of sustainable development indicators produced at the national level with full disaggregation when relevant to the target, in accordance with the Fundamental Principles of Official Statistics",
global_indicators:17.18.2---custodian_agency,"Partnership in Statistics for Development in the 21st Century, (PARIS21)",
global_indicators:17.18.2---definition,The indicator refers to the number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics. This refers to the number of countries that have a statistical legislation which respects the principles of UNFOP.,
global_indicators:17.18.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-18-02.pdf,
global_indicators:17.18.2---title,Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics,
global_indicators:17.18.3---custodian_agency,"Partnership in Statistics for Development in the 21st Century, (PARIS21)",
global_indicators:17.18.3---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-18-03.pdf,
global_indicators:17.18.3---title,"Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding",
global_indicators:17.19.1---custodian_agency,Partnership in Statistics for Development in the 21st Century (PARIS21),
global_indicators:17.19.1---definition,The indicator Dollar value of all resources made available to strengthen statistical capacity in developing countries is based on the Partner Report on Support to Statistics (PRESS) that is designed and administered by PARIS21 to provide a snapshot of the US dollar value of ongoing statistical support in developing countries.,
global_indicators:17.19.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-19-01.pdf,
global_indicators:17.19.1---title,Dollar value of all resources made available to strengthen statistical capacity in developing countries,
global_indicators:17.19.2---custodian_agency,United Nations Statistics Division (UNSD),
global_indicators:17.19.2---definition,"This information only refers to 17.19.2 (a)   The indicator tracks the proportion of countries that have conducted at least one population and housing census in the last 10 years. This also includes countries which compile their detailed population and housing statistics from population registers, administrative records, sample surveys or other sources or a combination of those sources.",
global_indicators:17.19.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-19-02.pdf,
global_indicators:17.19.2---title,Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration,
global_indicators:17.19.2a---custodian_agency,United Nations Statistics Division (UNSD),
global_indicators:17.19.2a---definition,"This information only refers to 17.19.2 (a)   The indicator tracks the proportion of countries that have conducted at least one population and housing census in the last 10 years. This also includes countries which compile their detailed population and housing statistics from population registers, administrative records, sample surveys or other sources or a combination of those sources.",
global_indicators:17.19.2a---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-19-02a.pdf,
global_indicators:17.19.2b---custodian_agency,"United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations",
global_indicators:17.19.2b---definition,"This information only refers to 17.19.2 (b): Proportion of countries that have achieved 100 per cent birth registration and 80 per cent death registration  According to the Principles and Recommendations for a Vital Statistics System, Revision 3 (https://unstats.un.org/unsd/demographic/standmeth/principles/M19Rev3en.pdf), a complete civil registration The registration in the civil registration system of every vital event that has occurred to the members of the population of a particular country (or area), within a specified period as a result of which every such event has a vital registration record and the system has attained 100 per cent coverage.  In a given country or area, the level of completeness of birth registration can be different from the level of completeness of death registration.   There exist several methods for the evaluation of completeness of birth or death registration systems.  An elaboration of these methods is available at Principles and Recommendations for a Vital Statistics System, Revision 3.  The evaluation and monitoring of quality and completeness  of birth and death registration systems are addressed in Part three, sub-Chapters: D. Quality assessment methods; E. Direct versus indirect assessment,  and F. Choosing appropriate methods for assessing completeness and qualitative accuracy of registration and register-based vital statistics (para 579 to 622).  Indicator 17.19.2(b) has two parts; the first concerning the birth registration and the second concerning the death registration of each individual country or area.",
global_indicators:17.19.2b---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-19-02b.pdf,
global_indicators:17.2.1---custodian_agency,Organisation for Economic Co-operation and Development (OECD),
global_indicators:17.2.1---definition,"The indicator Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors' gross national income (GNI) is defined as Net ODA disbursements as a per cent of GNI.",
global_indicators:17.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-02-01.pdf,
global_indicators:17.2.1---title,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",
global_indicators:17.3.1---custodian_agency,Organisation for Economic Co-operation and Development (OECD),
global_indicators:17.3.1---definition,ODA PART: ODA disbursements,
global_indicators:17.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-03-01.pdf,
global_indicators:17.3.1---title,"Foreign direct investment (FDI), official development assistance and South-South cooperation as a proportion of total domestic budget",
global_indicators:17.3.2---custodian_agency,World Bank (WB),
global_indicators:17.3.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-03-02.pdf,
global_indicators:17.3.2---title,Volume of remittances (in United States dollars) as a proportion of total GDP,
global_indicators:17.4.1---custodian_agency,World Bank (WB),
global_indicators:17.4.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-04-01.pdf,
global_indicators:17.4.1---title,Debt service as a proportion of exports of goods and services,
global_indicators:17.5.1---title,Number of countries that adopt and implement investment promotion regimes for least developed countries,
global_indicators:17.6.1---title,"Number of science and/or technology cooperation agreements and programmes between countries, by type of cooperation",
global_indicators:17.6.2---custodian_agency,International Telecommunication Union (ITU),
global_indicators:17.6.2---definition,"The indicator fixed Internet broadband subscriptions, by speed, refers to the number of fixed-broadband subscriptions to the public Internet, split by advertised download speed.  The indicator is currently broken down by the following subscription speeds:  - 256 kbit/s to less than 2 Mbit/s subscriptions: Refers to all fixed broadband Internet subscriptions with advertised downstream speeds equal to, or greater than, 256 kbit/s and less than 2 Mbit/s.  - 2 Mbit/s to less than 10 Mbit/s subscriptions: Refers to all fixed -broadband Internet subscriptions with advertised downstream speeds equal to, or greater than, 2 Mbit/s and less than 10 Mbit/s.  - Equal to or above 10 Mbit/s subscriptions (4213_G10). Refers to all fixed -broadband Internet subscriptions with advertised downstream speeds equal to, or greater than, 10 Mbit/s.",
global_indicators:17.6.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-06-02.pdf,
global_indicators:17.6.2---title,"Fixed Internet broadband subscriptions per 100 inhabitants, by speed",
global_indicators:17.7.1---title,"Total amount of approved funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies",
global_indicators:17.8.1---custodian_agency,International Telecommunication Union (ITU),
global_indicators:17.8.1---definition,The indicator proportion of individuals using the Internet is defined as the proportion of individuals who used the Internet from any location in the last three months.,
global_indicators:17.8.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-08-01.pdf,
global_indicators:17.8.1---title,Proportion of individuals using the Internet,
global_indicators:17.9.1---custodian_agency,Organisation for Economic Co-operation and Development (OECD),
global_indicators:17.9.1---definition,Gross disbursements of total ODA and other official flows from all donors for capacity building and national planning.,
global_indicators:17.9.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-17-09-01.pdf,
global_indicators:17.9.1---title,"Dollar value of financial and technical assistance (including through North-South, South‐South and triangular cooperation) committed to developing countries",
global_indicators:2.1.1---custodian_agency,Food and Agriculture Organization of the United Nations (UN FAO),
global_indicators:2.1.1---definition,The prevalence of undernourishment (PoU) (French: pourcentage de sous-alimentation; Spanish: porcentaje de sub-alimentación; Italian: prevalenza di sotto-alimentazione) is an estimate of the proportion of the population whose habitual food consumption is insufficient to provide the dietary energy levels that are required to maintain a normal active and healthy life. It is expressed as a percentage.,
global_indicators:2.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-01-01.pdf,
global_indicators:2.1.1---title,Prevalence of undernourishment,
global_indicators:2.1.2---definition,"The indicator measures the percentage of individuals in the population who have experienced food insecurity at moderate or severe levels during the reference period. The severity of food insecurity, defined as a latent trait, is measured on the Food Insecurity Experience Scale global reference scale, a measurement standard established by FAO through the application of the Food Insecurity Experience Scale in more than 140 countries worldwide, starting in 2014.",
global_indicators:2.1.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-01-02.pdf,
global_indicators:2.1.2---title,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",
global_indicators:2.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-02-01.pdf,
global_indicators:2.2.1---title,Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age,
global_indicators:2.2.2---title,"Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",
global_indicators:2.2.2a---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-02-02a.pdf,
global_indicators:2.2.2b---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-02-02b.pdf,
global_indicators:2.3.1---title,Volume of production per labour unit by classes of farming/pastoral/forestry enterprise size,
global_indicators:2.3.2---title,"Average income of small-scale food producers, by sex and indigenous status",
global_indicators:2.4.1---title,Proportion of agricultural area under productive and sustainable agriculture,
global_indicators:2.5.1---custodian_agency,Food and Agriculture Organization of the United Nations (UN FAO),
global_indicators:2.5.1---definition,"The conservation of plant and animal genetic resources for food and agriculture (GRFA) in medium or long term conservation facilities (ex situ in genebanks) represents the most trusted means of conserving genetic resources worldwide. Plant and animal GRFA conserved in these facilities can be easily used in breeding programmes as well, even directly on-farm.  The measure of trends in ex situ conserved materials provides an overall assessment of the extent to which we are managing to maintain and/or increase the total genetic diversity available for future use and thus protected from any permanent loss of genetic diversity which may occur in the natural habitat, i.e. in situ, or on-farm.  The two components of the indicator, plant and animal GRFA, are separately counted.  Plant genetic resources  The plant component is calculated as the number of accessions of plant genetic resources secured in sample of seeds, planting materials or plants which is maintained in a genebank. Genebank Standards for Plant Genetic Resources for Food and Agriculture (accessible at http://www.fao.org/documents/card/en/c/7b79ee93-0f3c-5f58-9adc-5d4ef063f9c7/), set the benchmark for current scientific and technical best practices for conserving plant genetic resources, and support key international policy instruments for the conservation and use of plant genetic resources. These voluntary standards have been endorsed by the FAO Commission on Genetic Resources for Food and Agriculture at its Fourteenth Regular Session (http://www.fao.org/docrep/meeting/028/mg538e.pdf).   Animal genetic resources  The animal component is calculated as the number of local breeds stored within a genebank collection with an amount of genetic material stored which is required to reconstitute the breed (based on the Guidelines on Cryconservation of Animal Genetic Resources, FAO, 2012, accessible at http://www.fao.org/docrep/016/i3017e/i3017e00.htm). The guidelines have been endorsed by the Commission on Genetic Resources for Food and Agriculture at its Thirteenth Regular Session (http://www.fao.org/docrep/meeting/024/mc192e.pdf).",
global_indicators:2.5.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-05-01.pdf,
global_indicators:2.5.1---title,Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities,
global_indicators:2.5.2---custodian_agency,Food and Agriculture Organization of the United Nations (FAO),
global_indicators:2.5.2---definition,"The indicator presents the percentage of livestock breeds classified as being at risk, not at risk or of unknown risk of extinctions at a certain moment in time, as well as the trends for those percentages.",
global_indicators:2.5.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-05-02.pdf,
global_indicators:2.5.2---title,"Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction",
global_indicators:2.a.1---custodian_agency,Food and Agriculture Organization of the United Nations (FAO),
global_indicators:2.a.1---definition,"The Agriculture Orientation Index (AOI) for Government Expenditures is defined as the Agriculture Share of Government Expenditures, divided by the Agriculture Share of GDP, where Agriculture refers to the agriculture, forestry, fishing and hunting sector. The measure in a currency-free index, calculated as the ratio of these two shares. National governments are requested to compile Government Expenditures according to the international Classification of Functions of Government (COFOC), and Agriculture Share of GDP according to the System of National Accounts (SNA).",
global_indicators:2.a.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-0A-01.pdf,
global_indicators:2.a.1---title,The agriculture orientation index for government expenditures,
global_indicators:2.a.2---definition,Gross disbursements of total ODA and other official flows from all donors to the agriculture sector.,
global_indicators:2.a.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-0A-02.pdf,
global_indicators:2.a.2---title,Total official flows (official development assistance plus other official flows) to the agriculture sector,
global_indicators:2.b.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-0B-01.pdf,
global_indicators:2.b.1---title,Agricultural export subsidies,
global_indicators:2.b.2---custodian_agency,The World Trade Organization (WTO),
global_indicators:2.b.2---definition,"Agricultural export subsidies are defined as export subsidies budgetary outlays and quantities as notified by WTO Members in Tables ES:1 and supporting Tables ES:2 (following templates in document G/AG/2 dated 30 June 1995).  Data cover: Schedules; e 9.4 of the Agreement on Agriculture.  Other WTO Members are not entitled to use export subsidies and their notifications are therefore not recorded in the indicator series.  Budgetary outlays and quantities are expressed in a currency (national or other) and in quantity units as per Member's notification practices. For Members with export subsidy reduction commitments included in part IV of their Schedules, the currency used in the notifications is similar to the one used in the Schedules.  Data are available by country and by products or groups of products, according to Members' schedules for Members with export subsidy reduction commitments included in part IV of their Schedules and according to Member's notification practices in the case of developing country Members using export subsidies under the provisions of article 9.4 of the Agreement on Agriculture.""",
global_indicators:2.b.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-0B-02.pdf,
global_indicators:2.b.2---title,Agricultural export subsidies,
global_indicators:2.c.1---custodian_agency,Food and Agriculture Organization of the United Nations (FAO),
global_indicators:2.c.1---definition,The indicator of food price anomalies (IFPA) identifies abnormally high or low prices that occur for a food commodity price series over a given period of time,
global_indicators:2.c.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-02-0C-01.pdf,
global_indicators:2.c.1---title,Indicator of food price anomalies,
global_indicators:3.1.1---custodian_agency,World Health Organization (WHO),
global_indicators:3.1.1---definition,"The maternal mortality ratio (MMR) is defined as the number of maternal deaths during a given time period per 100,000 live births during the same time period. It depicts the risk of maternal death relative to the number of live births and essentially captures the risk of death in a single pregnancy or a single live birth. Maternal deaths: The annual number of female deaths from any cause related to or aggravated by pregnancy or its management (excluding accidental or incidental causes) during pregnancy and childbirth or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, expressed per 100,000 live births, for a specified time period.",
global_indicators:3.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-01-01.pdf,
global_indicators:3.1.1---title,Maternal mortality ratio,
global_indicators:3.1.2---definition,"Percentage of births attended by skilled health personnel (generally doctors, nurses or midwives) is the percentage of deliveries attended by health personnel trained in providing lifesaving obstetric care, including giving the necessary supervision, care and advice to women during pregnancy, labour and the post-partum period, conducting deliveries on their own, and caring for newborns. Traditional birth attendants, even if they receive a short training course, are not included.",
global_indicators:3.1.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-01-02.pdf,
global_indicators:3.1.2---title,Proportion of births attended by skilled health personnel,
global_indicators:3.2.1---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:3.2.1---definition,"Under-five mortality is the probability of a child born in a specific year or period dying before reaching the age of 5 years, if subject to age specific mortality rates of that period, expressed per 1000 live births.",
global_indicators:3.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-02-01.pdf,
global_indicators:3.2.1---title,Under‐5 mortality rate,
global_indicators:3.2.2---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:3.2.2---definition,"The neonatal mortality rate is the probability that a child born in a specific year or period will die during the first 28 completed days of life if subject to age-specific mortality rates of that period, expressed per 1000 live births.  Neonatal deaths (deaths among live births during the first 28 completed days of life) may be subdivided into early neonatal deaths, occurring during the first 7 days of life, and late neonatal deaths, occurring after the 7th day but before the 28th completed day of life.",
global_indicators:3.2.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-02-02.pdf,
global_indicators:3.2.2---title,Neonatal mortality rate,
global_indicators:3.3.1---custodian_agency,The Joint United Nations Programme on HIV/AIDS (UNAIDS),
global_indicators:3.3.1---definition,"The number of new HIV infections per 1,000 uninfected population, by sex, age and key populations as defined as the number of new HIV infections per 1000 person-years among the uninfected population.",
global_indicators:3.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-03-01.pdf,
global_indicators:3.3.1---title,"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",
global_indicators:3.3.2---custodian_agency,World Health Organization (WHO),
global_indicators:3.3.2---definition,"The tuberculosis incidence per 100,000 population as defined as the estimated number of new and relapse TB cases (all forms of TB, including cases in people living with HIV) arising in a given year, expressed as a rate per 100 000 population.",
global_indicators:3.3.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-03-02.pdf,
global_indicators:3.3.2---title,"Tuberculosis incidence per 100,000 population",
global_indicators:3.3.3---definition,"Incidence of malaria is defined as the number of new cases of malaria per 1,000 people at risk each year.",
global_indicators:3.3.3---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-03-03.pdf,
global_indicators:3.3.3---title,"Malaria incidence per 1,000 population",
global_indicators:3.3.4---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-03-04.pdf,
global_indicators:3.3.4---title,"Hepatitis B incidence per 100,000 population",
global_indicators:3.3.5---custodian_agency,World Health Organization (WHO),
global_indicators:3.3.5---definition,Number of people requiring treatment and care for any one of the neglected tropical diseases (NTDs) targeted by the WHO NTD Roadmap and World Health Assembly resolutions and reported to WHO.,
global_indicators:3.3.5---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-03-03-05.pdf,
global_indicators:3.3.5---title,Number of people requiring interventions against neglected tropical diseases,
